,sample,latitude,longitude,date,time_botto,site,location,visibility,image,fov_Limite,fov_Open,mean_relie,sd_relief,broad_Cons,broad_Macr,broad_Seag,broad_Spon,broad_Ston,broad_Unco,broad_Unkn,Total_Sum,Total_adj,Class,geometry,kndavi
106,C720,-31.56445333,115.61741,9/04/2021,09:44:10,Two Rocks,Perth,Moderate,Bottom,0.0,100.0,1.05,0.220721427863152,0.0,47.0,0.0,0.0,0.0,53.0,5.0,58.0,55.0,Sand,POINT (115.61741 -31.56445333),0.6848788638030315
107,C732,-31.55850922,115.6184858,9/04/2021,09:51:57,Two Rocks,Perth,Moderate,Bottom,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,53.0,53.0,Sand,POINT (115.6184858 -31.55850922),0.8068334752988063
108,C748,-31.54651833,115.6119417,9/04/2021,10:02:19,Two Rocks,Perth,Moderate,Bottom,0.0,100.0,0.342857142857143,0.481593991977935,0.0,2.0,0.0,0.0,0.0,98.0,0.0,58.0,58.0,Sand,POINT (115.6119417 -31.54651833),0.345475300145863
109,C728,-31.54438333,115.60718,9/04/2021,10:09:41,Two Rocks,Perth,Moderate,Bottom,0.0,100.0,2.81578947368421,0.392859452063192,0.0,0.0,91.0,0.0,0.0,9.0,13.0,53.0,47.0,SAV,POINT (115.60718 -31.54438333),0.12796169624638626
110,C716,-31.53674,115.60527,9/04/2021,10:18:30,Two Rocks,Perth,Moderate,Bottom,0.0,100.0,1.71698113207547,1.37808895674919,0.0,44.0,0.0,0.0,0.0,56.0,3.0,66.0,64.0,Sand,POINT (115.60527 -31.53674),0.9638068723289032
111,C747,-31.51033167,115.5872167,9/04/2021,10:48:17,Two Rocks,Perth,Moderate,Bottom,0.0,100.0,2.82352941176471,0.386952994975947,0.0,55.0,30.0,0.0,0.0,15.0,145.0,49.0,20.0,SAV,POINT (115.5872167 -31.51033167),0.9663423489881953
112,C741,-31.503385,115.5687783,9/04/2021,10:59:53,Two Rocks,Perth,Moderate,Bottom,0.0,100.0,3.0,0.0,0.0,96.0,0.0,4.0,0.0,0.0,13.0,61.0,54.0,SAV,POINT (115.5687783 -31.503385),0.16599670348671028
113,C726,-31.51470333,115.568525,9/04/2021,11:09:45,Two Rocks,Perth,Moderate,Bottom,0.0,100.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,SAV,POINT (115.568525 -31.51470333),0.22395873756859697
114,C703,-31.52900333,115.5784283,9/04/2021,11:21:09,Two Rocks,Perth,Moderate,Bottom,0.0,100.0,0.24390243902439,0.434769352926241,0.0,13.0,0.0,0.0,0.0,87.0,0.0,55.0,55.0,Sand,POINT (115.5784283 -31.52900333),0.3952464680437083
115,C731,-31.53722333,115.5718517,9/04/2021,11:31:00,Two Rocks,Perth,Moderate,Bottom,0.0,100.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,43.0,67.0,47.0,SAV,POINT (115.5718517 -31.53722333),0.134154582877978
116,C742,-31.533715,115.5570117,9/04/2021,11:41:49,Two Rocks,Perth,Good,Bottom,0.0,100.0,0.025,0.158113883008419,0.0,0.0,0.0,0.0,0.0,100.0,0.0,71.0,71.0,Sand,POINT (115.5570117 -31.533715),0.017704933269088837
117,C755,-31.52319667,115.5452917,9/04/2021,11:51:55,Two Rocks,Perth,Moderate,Bottom,1.31578947368421,98.6842105263158,3.05454545454545,0.229183883650776,8.0,92.0,0.0,0.0,0.0,0.0,3.0,67.0,65.0,SAV,POINT (115.5452917 -31.52319667),0.05827799115844177
118,C707,-31.529715,115.5293633,9/04/2021,12:04:46,Two Rocks,Perth,Moderate,Bottom,0.0,100.0,1.175,0.957761813974483,0.0,30.0,0.0,0.0,0.0,70.0,2.0,62.0,61.0,Sand,POINT (115.5293633 -31.529715),0.03981919764249326
119,C735,-31.5206,115.5243133,9/04/2021,12:14:24,Two Rocks,Perth,Good,Bottom,1.25,98.75,1.07317073170732,0.411718587292281,0.0,43.0,0.0,0.0,0.0,57.0,4.0,56.0,54.0,Sand,POINT (115.5243133 -31.5206),0.06253011631594267
120,C739,-31.515455,115.5342567,9/04/2021,12:31:35,Two Rocks,Perth,Good,Bottom,0.0,100.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,SAV,POINT (115.5342567 -31.515455),0.7001692130766497
121,C709,-31.50301333,115.5411833,9/04/2021,12:41:51,Two Rocks,Perth,Good,Bottom,0.0,100.0,0.9,0.632455532033676,0.0,20.0,0.0,0.0,0.0,80.0,0.0,64.0,64.0,Sand,POINT (115.5411833 -31.50301333),0.12390992017121305
122,C721,-31.49971,115.5352067,9/04/2021,12:50:00,Two Rocks,Perth,Good,Bottom,1.23456790123457,98.7654320987654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,77.0,76.0,Sand,POINT (115.5352067 -31.49971),0.11021780843513894
123,C713,-31.49556,115.557625,9/04/2021,13:02:04,Two Rocks,Perth,Moderate,Bottom,0.0,100.0,1.97435897435897,1.13525280020701,9.0,21.0,0.0,0.0,0.0,70.0,11.0,59.0,53.0,Sand,POINT (115.557625 -31.49556),0.5866604191952186
124,C725,-31.48859,115.561305,9/04/2021,13:10:33,Two Rocks,Perth,Moderate,Bottom,0.0,100.0,3.0,0.0,0.0,46.0,54.0,0.0,0.0,0.0,44.0,56.0,39.0,SAV,POINT (115.561305 -31.48859),0.08019412727592311
125,C702,-31.48340167,115.5683167,9/04/2021,13:18:53,Two Rocks,Perth,Moderate,Bottom,0.0,100.0,1.15,1.16684980247608,0.0,24.0,0.0,0.0,0.0,76.0,27.0,62.0,49.0,Sand,POINT (115.5683167 -31.48340167),0.0008368043214116211
126,C730,-31.48399333,115.5715617,9/04/2021,13:26:41,Two Rocks,Perth,Moderate,Bottom,0.0,100.0,0.2,0.410391340834062,0.0,2.0,0.0,0.0,0.0,98.0,0.0,52.0,52.0,Sand,POINT (115.5715617 -31.48399333),0.6974160090847317
127,C757,-31.46927833,115.5570783,9/04/2021,13:38:37,Two Rocks,Perth,Moderate,Bottom,0.0,100.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,68.0,68.0,SAV,POINT (115.5570783 -31.46927833),0.13835947041357574
128,C746,-31.46683833,115.54673,9/04/2021,13:49:11,Two Rocks,Perth,Moderate,Bottom,0.0,100.0,3.0,0.0,3.0,97.0,0.0,0.0,0.0,0.0,59.0,59.0,37.0,SAV,POINT (115.54673 -31.46683833),0.008568668532287988
129,C753,-31.46375167,115.5608983,9/04/2021,14:00:09,Two Rocks,Perth,Moderate,Bottom,0.0,100.0,3.0,0.0,0.0,6.0,94.0,0.0,0.0,0.0,94.0,66.0,34.0,SAV,POINT (115.5608983 -31.46375167),0.971198439445528
130,C718,-31.44883667,115.5312767,9/04/2021,14:28:39,Two Rocks,Perth,Moderate,Bottom,0.0,100.0,2.41860465116279,0.731357450861227,0.0,69.0,0.0,0.0,0.0,31.0,9.0,70.0,64.0,Sand,POINT (115.5312767 -31.44883667),0.014065756200647773
131,C734,-31.46276667,115.5218417,9/04/2021,14:41:31,Two Rocks,Perth,Moderate,Bottom,0.0,100.0,2.06666666666667,1.30384048104053,0.0,53.0,0.0,9.0,0.0,39.0,0.0,70.0,70.0,Sand,POINT (115.5218417 -31.46276667),0.42382480556700775
132,C750,-31.467885,115.51719,9/04/2021,14:50:25,Two Rocks,Perth,Moderate,Bottom,0.0,100.0,3.25,0.436435780471985,0.0,100.0,0.0,0.0,0.0,0.0,3.0,76.0,74.0,SAV,POINT (115.51719 -31.467885),0.23588866841253972
133,C701,-31.47251,115.5302217,9/04/2021,15:00:50,Two Rocks,Perth,Good,Bottom,0.0,100.0,0.05,0.220721427863152,0.0,0.0,0.0,0.0,0.0,100.0,0.0,63.0,63.0,Sand,POINT (115.5302217 -31.47251),0.3152877764162413
134,C705,-31.47656167,115.5308933,9/04/2021,15:09:49,Two Rocks,Perth,Moderate,Bottom,1.25,98.75,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,21.0,47.0,39.0,SAV,POINT (115.5308933 -31.47656167),0.021761849192185566
135,C745,-31.48099667,115.5329183,9/04/2021,15:17:46,Two Rocks,Perth,Moderate,Bottom,0.0,100.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,SAV,POINT (115.5329183 -31.48099667),0.21356914406100203
136,C715,-31.478775,115.5111017,9/04/2021,15:29:19,Two Rocks,Perth,Moderate,Bottom,0.0,100.0,0.80952380952381,0.916996561902623,0.0,4.0,0.0,0.0,0.0,96.0,13.0,77.0,68.0,Sand,POINT (115.5111017 -31.478775),0.06618638476276692
137,C729,-31.484735,115.5177417,9/04/2021,15:38:10,Two Rocks,Perth,Moderate,Bottom,0.0,100.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,31.0,47.0,36.0,SAV,POINT (115.5177417 -31.484735),0.08431866638740995
138,C733,-31.49068167,115.5116317,9/04/2021,15:47:38,Two Rocks,Perth,Moderate,Bottom,0.0,100.0,0.933333333333333,0.253708131702462,0.0,26.0,0.0,0.0,0.0,74.0,0.0,50.0,50.0,Sand,POINT (115.5116317 -31.49068167),0.4623088968648854
139,C727,-31.49454,115.5038817,9/04/2021,15:57:51,Two Rocks,Perth,Moderate,Bottom,0.0,100.0,2.1,0.758855762952036,0.0,76.0,0.0,0.0,0.0,24.0,7.0,44.0,41.0,Sand,POINT (115.5038817 -31.49454),0.01145535271800035
140,C717,-31.50036667,115.5157517,9/04/2021,16:08:12,Two Rocks,Perth,Moderate,Bottom,0.0,100.0,0.133333333333333,0.34574590364176,0.0,0.0,0.0,0.0,0.0,100.0,0.0,66.0,66.0,Sand,POINT (115.5157517 -31.50036667),0.008041518061445966
141,C749,-31.49722,115.5385983,9/04/2021,16:20:57,Two Rocks,Perth,Moderate,Bottom,1.66666666666667,98.3333333333333,1.33333333333333,1.02833421822276,0.0,53.0,0.0,0.0,0.0,47.0,4.0,49.0,47.0,Sand,POINT (115.5385983 -31.49722),0.013055500643423867
142,C844,-31.10292833,115.3385367,10/04/2021,07:06:52,Lancelin,,Good,Top,0.0,100.0,2.80327868852459,0.542207590354701,0.0,100.0,0.0,0.0,0.0,0.0,4.0,72.0,69.0,SAV,POINT (115.3385367 -31.10292833),0.09000160798915004
143,C821,-31.09676667,115.3312033,10/04/2021,07:16:17,Lancelin,,Good,Top,0.0,100.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,75.0,72.0,SAV,POINT (115.3312033 -31.09676667),0.07387262773878105
144,C860,-31.092555,115.3248317,10/04/2021,07:24:17,Lancelin,,Good,Top,0.0,100.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,SAV,POINT (115.3248317 -31.092555),0.05587389256984143
145,C836,-31.08121833,115.3101617,10/04/2021,07:36:51,Lancelin,,Moderate,Top,0.0,100.0,2.98,0.14142135623731,0.0,99.0,0.0,0.0,0.0,1.0,19.0,80.0,67.0,SAV,POINT (115.3101617 -31.08121833),0.0916381714550912
146,C841,-31.06847167,115.3153183,10/04/2021,07:47:56,Lancelin,,Good,Top,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,71.0,71.0,Sand,POINT (115.3153183 -31.06847167),0.20640771858744114
147,C856,-31.047195,115.30472,10/04/2021,08:03:00,Lancelin,,Good,Top,0.0,100.0,0.866666666666667,0.342803331800882,0.0,21.0,0.0,0.0,0.0,79.0,31.0,80.0,61.0,Sand,POINT (115.30472 -31.047195),0.22625745243396297
148,C852,-31.03603,115.2965117,10/04/2021,08:13:40,Lancelin,,Good,Top,0.0,100.0,0.096153846153846,0.297678296192606,0.0,13.0,0.0,0.0,0.0,87.0,0.0,76.0,76.0,Sand,POINT (115.2965117 -31.03603),0.13122129318466752
149,C840,-31.02772333,115.2818633,10/04/2021,08:26:34,Lancelin,,Moderate,Top,0.0,100.0,2.88235294117647,0.431140757689616,0.0,97.0,0.0,1.0,0.0,1.0,7.0,72.0,67.0,SAV,POINT (115.2818633 -31.02772333),0.021794555099263285
150,C809,-31.02825167,115.29123,10/04/2021,08:39:07,Lancelin,,Moderate,Top,0.0,100.0,1.88,0.328260722659316,0.0,80.0,0.0,0.0,0.0,20.0,15.0,75.0,65.0,Sand,POINT (115.29123 -31.02825167),0.08617231183819175
151,C824,-31.03139333,115.3015783,10/04/2021,08:51:33,Lancelin,,Moderate,Top,0.0,100.0,0.314814814814815,0.77274502309609,0.0,1.0,0.0,0.0,0.0,99.0,0.0,79.0,79.0,Sand,POINT (115.3015783 -31.03139333),0.11998843187895249
152,C845,-31.04238,115.3196483,10/04/2021,09:08:45,Lancelin,,Moderate,Top,0.0,100.0,2.94,0.239897937482095,0.0,96.0,0.0,0.0,0.0,4.0,0.0,75.0,75.0,SAV,POINT (115.3196483 -31.04238),0.17881171914957322
153,C857,-31.06628333,115.3314983,10/04/2021,09:20:45,Lancelin,,Moderate,Top,0.0,100.0,2.5,0.92973478995949,0.0,100.0,0.0,0.0,0.0,0.0,6.0,74.0,70.0,SAV,POINT (115.3314983 -31.06628333),0.14216502338788803
154,C833,-31.08288667,115.3407883,10/04/2021,09:39:54,Lancelin,,Moderate,Top,0.0,100.0,2.97777777777778,0.149071198499986,0.0,100.0,0.0,0.0,0.0,0.0,14.0,74.0,65.0,SAV,POINT (115.3407883 -31.08288667),0.11696577184144627
155,C849,-31.09109167,115.3512467,10/04/2021,09:53:21,Lancelin,,Moderate,Top,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,80.0,80.0,Sand,POINT (115.3512467 -31.09109167),0.2091104116468297
156,C828,-31.096465,115.3556117,10/04/2021,10:03:43,Lancelin,,Moderate,Top,0.0,100.0,0.15,0.36162028533979,0.0,0.0,0.0,0.0,0.0,100.0,10.0,80.0,73.0,Sand,POINT (115.3556117 -31.096465),0.2758239582950999
157,C806,-31.08655333,115.3583333,10/04/2021,13:39:50,Lancelin,,Moderate,Top,0.0,100.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,13.0,60.0,53.0,SAV,POINT (115.3583333 -31.08655333),0.4461688654194082
158,C814,-31.05439667,115.3356133,10/04/2021,11:11:07,Lancelin,,Moderate,Top,0.0,100.0,2.38636363636364,0.920462701918811,2.0,95.0,0.0,0.0,0.0,3.0,0.0,66.0,66.0,SAV,POINT (115.3356133 -31.05439667),0.2206846208252954
159,C810,-31.05027653,115.3363025,10/04/2021,11:18:57,Lancelin,,Moderate,Top,0.0,100.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,12.0,64.0,57.0,SAV,POINT (115.3363025 -31.05027653),0.22656872935094413
160,C837,-31.04435833,115.33887,10/04/2021,11:32:11,Lancelin,,Moderate,Top,0.0,100.0,2.74193548387097,0.575484835333586,0.0,0.0,83.0,0.0,0.0,17.0,90.0,78.0,41.0,SAV,POINT (115.33887 -31.04435833),0.9962339198133335
161,C861,-31.02742,115.3203833,10/04/2021,12:06:30,Lancelin,,Moderate,Top,0.0,100.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,40.0,66.0,47.0,SAV,POINT (115.3203833 -31.02742),0.013185684378535435
162,C832,-31.01125833,115.3174817,10/04/2021,12:22:18,Lancelin,,Moderate,Top,0.0,100.0,2.93877551020408,0.242226070825902,0.0,99.0,0.0,0.0,0.0,1.0,4.0,74.0,71.0,SAV,POINT (115.3174817 -31.01125833),0.24781559258534894
163,C804,-31.00661333,115.30486,10/04/2021,12:32:46,Lancelin,,Moderate,Top,1.25,98.75,2.90196078431373,0.300326619585032,0.0,95.0,0.0,0.0,0.0,5.0,17.0,76.0,65.0,SAV,POINT (115.30486 -31.00661333),0.19838993607573419
164,C858,-30.98902276,115.3078973,10/04/2021,12:45:03,Lancelin,,Moderate,Top,0.0,100.0,2.43859649122807,1.01800827704411,0.0,80.0,0.0,0.0,0.0,20.0,10.0,77.0,70.0,Sand,POINT (115.3078973 -30.98902276),0.4268685904869295
165,C842,-30.977765,115.3049633,10/04/2021,12:55:10,Lancelin,,Moderate,Top,0.0,100.0,2.6734693877551,0.774267263881386,0.0,100.0,0.0,0.0,0.0,0.0,5.0,61.0,58.0,SAV,POINT (115.3049633 -30.977765),0.5293259110944654
166,C811,-30.97237,115.2923083,10/04/2021,13:21:28,Lancelin,,Moderate,Top,0.0,100.0,2.17241379310345,1.02833421822276,0.0,100.0,0.0,0.0,0.0,0.0,1.0,74.0,73.0,SAV,POINT (115.2923083 -30.97237),0.2671374171220702
167,C839,-30.96573,115.291995,10/04/2021,13:30:49,Lancelin,,Moderate,Top,0.0,100.0,0.333333333333333,0.738548945875996,0.0,10.0,0.0,0.0,0.0,90.0,0.0,80.0,80.0,Sand,POINT (115.291995 -30.96573),0.48113383006341115
168,C847,-30.92231333,115.2644583,10/04/2021,14:17:51,Lancelin,,Moderate,Top,0.0,100.0,2.0188679245283,1.20081007974002,0.0,62.0,0.0,0.0,0.0,38.0,3.0,76.0,74.0,Sand,POINT (115.2644583 -30.92231333),0.26283283818722025
169,C850,-30.926995,115.259455,10/04/2021,14:26:07,Lancelin,,Moderate,Top,0.0,100.0,2.75925925925926,0.671106807155733,0.0,56.0,0.0,0.0,0.0,44.0,0.0,68.0,68.0,Sand,POINT (115.259455 -30.926995),0.2543031428573669
170,C807,-30.94221833,115.2500917,10/04/2021,14:36:38,Lancelin,,Moderate,Top,0.0,100.0,1.0,0.285714285714286,0.0,28.0,0.0,0.0,0.0,72.0,0.0,74.0,74.0,Sand,POINT (115.2500917 -30.94221833),0.20045552322571966
171,C843,-30.94887667,115.264345,10/04/2021,14:47:12,Lancelin,,Good,Top,0.0,100.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,80.0,77.0,SAV,POINT (115.264345 -30.94887667),0.23188713048674975
172,C822,-30.95858833,115.2558283,10/04/2021,14:57:05,Lancelin,,Good,Top,0.0,100.0,0.15,0.360084735790276,0.0,4.0,0.0,0.0,0.0,96.0,0.0,80.0,80.0,Sand,POINT (115.2558283 -30.95858833),0.1577427509028502
173,C859,-30.95728,115.2762833,10/04/2021,15:08:19,Lancelin,,Good,Top,0.0,100.0,0.025,0.158113883008419,0.0,0.0,0.0,0.0,0.0,100.0,0.0,71.0,71.0,Sand,POINT (115.2762833 -30.95728),0.432913622785955
174,C812,-30.96652,115.2670083,10/04/2021,15:17:55,Lancelin,,Good,Top,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,80.0,80.0,Sand,POINT (115.2670083 -30.96652),0.22656872935094446
175,C834,-30.98195333,115.26003,10/04/2021,15:28:48,Lancelin,,Moderate,Top,0.0,100.0,2.87037037037037,0.339049520304525,3.0,97.0,0.0,0.0,0.0,0.0,3.0,78.0,76.0,SAV,POINT (115.26003 -30.98195333),0.07517272876198558
176,C815,-30.98211167,115.26651,10/04/2021,15:37:29,Lancelin,,Moderate,Top,0.0,100.0,2.66666666666667,0.516397779494322,0.0,90.0,0.0,0.0,0.0,10.0,0.0,71.0,71.0,SAV,POINT (115.26651 -30.98211167),0.12163121112994131
177,C846,-30.984,115.274535,10/04/2021,15:45:52,Lancelin,,Good,Top,0.0,100.0,0.345454545454545,0.479898979268586,0.0,10.0,0.0,0.0,0.0,90.0,0.0,80.0,80.0,Sand,POINT (115.274535 -30.984),0.16121584582334125
178,C854,-30.98838,115.286485,10/04/2021,15:55:31,Lancelin,,Good,Top,4.8780487804878,95.1219512195122,3.01639344262295,0.222995013299141,0.0,100.0,0.0,0.0,0.0,0.0,15.0,78.0,68.0,SAV,POINT (115.286485 -30.98838),0.12092586280768497
179,C808,-30.99762833,115.2839467,10/04/2021,16:04:20,Lancelin,,Moderate,Top,0.0,100.0,0.627450980392157,0.823669455879614,0.0,30.0,0.0,0.0,0.0,70.0,0.0,71.0,71.0,Sand,POINT (115.2839467 -30.99762833),0.2197614053215932
180,C851,-31.00121667,115.27129,10/04/2021,16:13:58,Lancelin,,Moderate,Top,0.0,100.0,2.88461538461538,0.322602539032236,0.0,100.0,0.0,0.0,0.0,0.0,11.0,72.0,65.0,SAV,POINT (115.27129 -31.00121667),0.09875310928773591
181,C819,-31.00749333,115.2902933,10/04/2021,16:24:52,Lancelin,,Moderate,Top,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,73.0,73.0,Sand,POINT (115.2902933 -31.00749333),0.4189511007311659
182,C862,-31.01761667,115.2938817,10/04/2021,16:33:49,Lancelin,,Moderate,Top,0.0,100.0,0.025,0.158113883008419,0.0,0.0,0.0,0.0,0.0,100.0,0.0,80.0,80.0,Sand,POINT (115.2938817 -31.01761667),0.21853295326849362
183,C906,-30.65547167,115.0855633,15/04/2021,07:31:51,Cervantes,,Good,Top,0.0,100.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,6.0,76.0,72.0,SAV,POINT (115.0855633 -30.65547167),0.10822453154050514
184,C921,-30.63858333,115.0549567,15/04/2021,07:47:42,Cervantes,,Moderate,Top,0.0,100.0,2.35185185185185,0.872156455745409,1.0,83.0,0.0,0.0,0.0,15.0,3.0,74.0,72.0,SAV,POINT (115.0549567 -30.63858333),0.10854010453973306
185,C937,-30.64047,115.0761833,15/04/2021,07:59:30,Cervantes,,Good,Top,0.0,100.0,0.872727272727273,0.81773276116765,0.0,22.0,0.0,0.0,0.0,78.0,0.0,79.0,79.0,Sand,POINT (115.0761833 -30.64047),0.4702547626968581
186,C913,-30.62999833,115.0720583,15/04/2021,08:09:16,Cervantes,,Good,Top,0.0,100.0,3.0,0.0,1.0,99.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,SAV,POINT (115.0720583 -30.62999833),0.0720391728511045
187,C902,-30.63580667,115.089685,15/04/2021,08:20:52,Cervantes,,Moderate,Top,0.0,100.0,2.42857142857143,0.889756521002609,0.0,83.0,0.0,0.0,0.0,17.0,12.0,73.0,65.0,SAV,POINT (115.089685 -30.63580667),0.13380184144516238
188,C930,-30.64343667,115.1043617,15/04/2021,08:31:43,Cervantes,,Moderate,Top,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,80.0,80.0,Sand,POINT (115.1043617 -30.64343667),0.5347418034477086
189,C946,-30.63710833,115.108085,15/04/2021,08:39:28,Cervantes,,Moderate,Top,0.0,100.0,0.075,0.266746782836918,0.0,0.0,0.0,0.0,0.0,100.0,0.0,70.0,70.0,Sand,POINT (115.108085 -30.63710833),0.5331394402542258
190,C928,-30.64100333,115.1103817,15/04/2021,08:46:47,Cervantes,,Moderate,Top,0.0,100.0,2.61111111111111,0.760940033090198,0.0,81.0,0.0,0.0,0.0,19.0,3.0,80.0,78.0,SAV,POINT (115.1103817 -30.64100333),0.1380182483514262
191,C916,-30.65763833,115.1188583,15/04/2021,08:58:29,Cervantes,,Moderate,Top,0.0,100.0,0.25,0.438529009653515,0.0,2.0,2.0,0.0,0.0,96.0,0.0,51.0,51.0,Sand,POINT (115.1188583 -30.65763833),0.5715809422219341
192,C956,-30.656105,115.115605,15/04/2021,09:06:30,Cervantes,,Moderate,Top,0.0,100.0,0.5,0.640512615220349,0.0,15.0,0.0,0.0,0.0,85.0,1.0,76.0,75.0,Sand,POINT (115.115605 -30.656105),0.5700039626738205
193,C934,-30.65388667,115.106675,15/04/2021,09:18:33,Cervantes,,Moderate,Top,0.0,100.0,1.325,1.04727974858434,0.0,25.0,19.0,0.0,0.0,56.0,16.0,74.0,64.0,Sand,POINT (115.106675 -30.65388667),0.4842621526466231
194,C917,-30.62410167,115.08937,15/04/2021,10:04:23,Cervantes,,Moderate,Top,0.0,100.0,2.98,0.14142135623731,0.0,15.0,85.0,0.0,0.0,0.0,61.0,66.0,41.0,SAV,POINT (115.08937 -30.62410167),0.24537184738238182
195,C933,-30.619815,115.0823917,15/04/2021,10:28:03,Cervantes,,Moderate,Top,0.0,100.0,1.9622641509434,0.649326993330058,0.0,0.0,70.0,0.0,0.0,30.0,14.0,73.0,64.0,Sand,POINT (115.0823917 -30.619815),0.3091549376766894
196,C949,-30.615845,115.0822167,15/04/2021,10:35:40,Cervantes,,Moderate,Top,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,80.0,80.0,Sand,POINT (115.0822167 -30.615845),0.3352245838590576
197,C941,-30.61169667,115.06855,15/04/2021,10:44:46,Cervantes,,Moderate,Top,0.0,100.0,3.05454545454545,0.229183883650776,0.0,100.0,0.0,0.0,0.0,0.0,4.0,76.0,73.0,SAV,POINT (115.06855 -30.61169667),0.2057942377476772
198,C957,-30.60322,115.0651367,15/04/2021,10:53:26,Cervantes,,Moderate,Top,0.0,100.0,2.85714285714286,0.426842613825313,0.0,66.0,32.0,0.0,0.0,1.0,4.0,80.0,77.0,SAV,POINT (115.0651367 -30.60322),0.14481904842320392
199,C925,-30.60289833,115.0623733,15/04/2021,11:01:24,Cervantes,,Moderate,Top,0.0,100.0,2.78333333333333,0.691146595028297,1.0,99.0,0.0,0.0,0.0,0.0,3.0,70.0,68.0,SAV,POINT (115.0623733 -30.60289833),0.12353062879091621
200,C908,-30.59984167,115.0975483,15/04/2021,11:32:46,Cervantes,,Moderate,Top,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,65.0,65.0,Sand,POINT (115.0975483 -30.59984167),0.6412734926483088
201,C912,-30.59763,115.0430867,15/04/2021,12:27:19,Cervantes,,Moderate,Top,0.0,100.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,98.0,0.0,80.0,80.0,Sand,POINT (115.0430867 -30.59763),0.18874380035360977
202,C911,-30.58906333,115.051895,15/04/2021,12:40:50,Cervantes,,Moderate,Top,0.0,100.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,11.0,39.0,35.0,SAV,POINT (115.051895 -30.58906333),0.10571584721520642
203,C951,-30.593315,115.0559367,15/04/2021,12:49:05,Cervantes,,Moderate,Top,3.03030303030303,96.969696969697,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,7.0,77.0,72.0,SAV,POINT (115.0559367 -30.593315),0.31212935715319073
204,C903,-30.580155,115.0636283,15/04/2021,13:06:34,Cervantes,,Good,Top,0.0,100.0,2.98181818181818,0.134839972492648,0.0,40.0,60.0,0.0,0.0,0.0,3.0,74.0,72.0,SAV,POINT (115.0636283 -30.580155),0.35465938221614
205,C931,-30.58147,115.0671817,15/04/2021,13:15:30,Cervantes,,Moderate,Top,0.0,100.0,0.425,0.500640615253123,0.0,18.0,0.0,0.0,0.0,82.0,0.0,71.0,71.0,Sand,POINT (115.0671817 -30.58147),0.9866692873289462
206,C926,-30.579705,115.0747467,15/04/2021,13:25:01,Cervantes,,Moderate,Top,0.0,100.0,3.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,59.0,65.0,41.0,SAV,POINT (115.0747467 -30.579705),0.17786886289081144
207,C959,-30.57473667,115.085815,15/04/2021,13:45:00,Cervantes,,Moderate,Top,0.0,100.0,3.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,76.0,76.0,SAV,POINT (115.085815 -30.57473667),0.3733304349681268
208,C958,-30.571935,115.0717,15/04/2021,13:53:58,Cervantes,,Moderate,Top,0.0,100.0,0.975,0.891196257415149,0.0,2.0,26.0,0.0,0.0,72.0,12.0,73.0,65.0,Sand,POINT (115.0717 -30.571935),0.7761594703517304
209,C942,-30.57533833,115.072115,15/04/2021,14:00:54,Cervantes,,Good,Top,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,80.0,80.0,Sand,POINT (115.072115 -30.57533833),0.9969602764170028
